task_id,task_description,created_at,due_date,assigned_to,priority,status,category,estimated_hours,actual_hours,user_workload,user_skill_level,clean_description,priority_encoded,workload_score
296,Mind ok behavior agency full gas cup prevent admit least artist system.,03-05-2025,26-06-2025,user_4,High,In Progress,Feature,7.5,8.9,3.4,Intermediate,mind behavior agency full gas cup prevent admit least artist system,0,0.39999999999999997
297,Enough of nothing near adult already hundred season.,20-06-2025,22-06-2025,user_10,High,Done,Improvement,6.3,5.6,2.4,Intermediate,enough nothing near adult already hundred season,0,0.3287671232876712
298,Back vote face south raise food against pressure just become window wrong adult.,10-06-2025,17-07-2025,user_8,High,Done,Bug,10.8,12.1,2.3,Expert,back vote face south raise food pressure become window wrong adult,0,0.19491525423728812
299,Fight strategy when ask paper method similar year yeah.,28-04-2025,14-05-2025,user_9,Low,To Do,Feature,9.1,8.2,9.4,Intermediate,fight strategy ask paper method similar year yeah,1,0.9306930693069307
300,Future against when guy sometimes glass.,31-05-2025,11-07-2025,user_9,High,To Do,Feature,11.6,14.4,5.8,Intermediate,future guy sometimes glass,0,0.4603174603174603
301,Fine war nature myself contain last draw born able.,07-05-2025,26-06-2025,user_9,Medium,In Progress,Bug,2.7,1.8,1.7,Intermediate,fine war nature contain last draw born able,2,0.45945945945945943
302,Day with four however class thing TV.,23-05-2025,22-06-2025,user_3,Medium,Done,Feature,2.8,2.2,7.8,Beginner,day four however class thing,2,2.0526315789473686
303,Month read sense PM large many available anything body.,05-05-2025,26-06-2025,user_3,Medium,In Progress,Bug,10.2,9.1,6.4,Intermediate,month read sense large many available anything body,2,0.5714285714285715
304,Culture kind try sister hundred throw morning agree across reduce foot high.,15-06-2025,30-06-2025,user_4,High,In Progress,Bug,4.6,3.5,1.9,Intermediate,culture kind try sister hundred throw morning agree across reduce foot high,0,0.3392857142857143
305,Between usually cut study name pay would walk attack bring year structure.,12-06-2025,29-06-2025,user_3,High,To Do,Improvement,1.2,1.3,9.2,Expert,usually cut study name pay would walk attack bring year structure,0,4.181818181818181
306,Far course travel same right subject which.,22-05-2025,07-06-2025,user_9,Medium,In Progress,Feature,3.0,3.5,10.6,Intermediate,far course travel right subject,2,2.65
307,Myself TV until behavior all me job player opportunity apply of.,13-06-2025,22-07-2025,user_1,High,To Do,Improvement,8.9,8.1,1.5,Expert,behavior job player opportunity apply,0,0.15151515151515152
308,Significant development when consider idea finish scene simple realize cover health yeah.,27-04-2025,15-05-2025,user_8,Medium,To Do,Bug,8.3,11.5,3.9,Beginner,significant development consider idea finish scene simple realize cover health yeah,2,0.4193548387096774
309,Weight experience this fill hear blue identify response.,05-06-2025,25-07-2025,user_2,High,In Progress,Improvement,2.3,2.4,8.6,Intermediate,weight experience fill hear blue identify response,0,2.606060606060606
310,Whatever partner make behind it one scene accept.,27-04-2025,07-07-2025,user_8,Medium,To Do,Bug,3.2,3.2,7.5,Beginner,whatever partner make behind one scene accept,2,1.7857142857142856
311,Similar establish even sit near girl.,14-06-2025,06-07-2025,user_7,High,To Do,Improvement,2.5,3.3,9.3,Expert,similar establish even sit near girl,0,2.6571428571428575
312,Reflect along kind radio cup above yourself tree threat operation.,19-05-2025,28-06-2025,user_1,Medium,To Do,Bug,4.4,4.0,4.8,Intermediate,reflect along kind radio cup tree threat operation,2,0.8888888888888888
313,Could institution itself foreign audience list.,30-04-2025,27-05-2025,user_7,Low,To Do,Bug,5.7,6.6,5.4,Expert,could institution foreign audience list,1,0.8059701492537313
314,Great provide blood why company move or suddenly dinner.,13-05-2025,17-06-2025,user_8,High,To Do,Improvement,3.6,3.0,6.9,Intermediate,great provide blood company move suddenly dinner,0,1.5000000000000002
315,Perform machine guy artist film tough type.,27-04-2025,18-07-2025,user_1,Medium,To Do,Bug,10.4,9.8,1.1,Intermediate,perform machine guy artist film tough type,2,0.09649122807017545
316,Under physical market charge police live hear center gas.,01-06-2025,05-07-2025,user_9,High,In Progress,Feature,4.3,6.2,7.3,Intermediate,physical market charge police live hear center gas,0,1.3773584905660377
317,Recent civil office natural whether sister billion site continue police.,12-06-2025,20-06-2025,user_2,Low,In Progress,Feature,4.8,6.1,3.5,Intermediate,recent civil office natural whether sister billion site continue police,1,0.603448275862069
318,Fall child wish law method management dream.,11-06-2025,30-06-2025,user_9,Low,In Progress,Improvement,7.7,6.0,1.3,Intermediate,fall child wish law method management dream,1,0.14942528735632185
319,Happy car wide why movement amount close happy nation couple Mrs work.,19-06-2025,20-07-2025,user_9,High,In Progress,Improvement,3.8,3.8,5.0,Intermediate,happy car wide movement amount close happy nation couple mr work,0,1.0416666666666667
320,Product staff just message middle program rise language clearly.,16-06-2025,06-07-2025,user_7,Low,In Progress,Feature,6.5,7.1,1.6,Intermediate,product staff message middle program rise language clearly,1,0.21333333333333335
321,Point discussion nature wear whether war paper sometimes air.,12-05-2025,18-05-2025,user_8,High,Done,Bug,1.6,1.0,1.3,Beginner,point discussion nature wear whether war paper sometimes air,0,0.5
322,Special alone land time ask buy do how scene tax one long social.,22-05-2025,07-07-2025,user_2,Medium,To Do,Improvement,10.2,13.9,8.7,Expert,special alone land time ask buy scene tax one long social,2,0.7767857142857143
323,Ahead me friend western artist according audience practice value opportunity may night.,24-06-2025,26-06-2025,user_5,Medium,In Progress,Feature,7.8,8.1,2.4,Expert,ahead friend western artist according audience practice value opportunity may night,2,0.2727272727272727
324,Time affect term until why decide kid amount.,07-05-2025,16-07-2025,user_9,Medium,In Progress,Improvement,7.7,10.3,2.3,Intermediate,time affect term decide kid amount,2,0.26436781609195403
325,Key something save can foreign should.,17-06-2025,14-07-2025,user_7,Low,In Progress,Feature,6.7,4.5,4.9,Intermediate,key something save foreign,1,0.6363636363636364
326,Happen imagine institution fact plant most rate.,16-06-2025,20-07-2025,user_2,Medium,To Do,Feature,11.1,11.0,9.4,Intermediate,happen imagine institution fact plant rate,2,0.7768595041322315
327,Deep major language activity institution him compare population else like structure training case.,16-05-2025,23-06-2025,user_6,Medium,To Do,Feature,2.4,1.5,3.6,Intermediate,deep major language activity institution compare population else like structure training case,2,1.0588235294117647
328,Language drop myself support statement away stuff tax population from alone forward involve.,07-06-2025,10-07-2025,user_10,Medium,Done,Feature,4.5,5.2,4.7,Intermediate,language drop support statement away stuff tax population alone forward involve,2,0.8545454545454546
329,Within food need show ground Democrat.,20-05-2025,01-06-2025,user_9,Low,In Progress,Feature,9.8,11.4,11.3,Intermediate,within food need show ground democrat,1,1.0462962962962963
330,Skill not candidate no challenge law woman president live include case represent face skin.,09-05-2025,09-06-2025,user_3,Medium,In Progress,Improvement,10.8,12.5,3.8,Expert,skill candidate challenge law woman president live include case represent face skin,2,0.3220338983050847
331,Language often machine money throw benefit statement down personal.,21-06-2025,07-07-2025,user_4,Low,In Progress,Bug,4.2,3.9,11.8,Beginner,language often machine money throw benefit statement personal,1,2.269230769230769
332,Boy current compare itself mission face human increase some.,28-04-2025,12-07-2025,user_7,High,In Progress,Improvement,7.1,5.4,4.6,Expert,boy current compare mission face human increase,0,0.5679012345679012
333,More six carry task him investment end character kid travel president carry baby reality.,24-06-2025,26-06-2025,user_1,High,To Do,Improvement,5.6,5.5,3.6,Intermediate,six carry task investment end character kid travel president carry baby reality,0,0.5454545454545455
334,Wish speak commercial represent sign recent.,16-05-2025,27-06-2025,user_8,Medium,To Do,Bug,5.9,9.6,5.8,Intermediate,wish speak commercial represent sign recent,2,0.8405797101449275
335,Government shake staff pull most then traditional wrong cause or write system where.,15-05-2025,08-06-2025,user_7,High,To Do,Bug,6.7,6.8,1.4,Intermediate,government shake staff pull traditional wrong cause write system,0,0.1818181818181818
336,Lay home treat deep program speech.,22-06-2025,24-07-2025,user_3,Low,To Do,Feature,11.3,9.6,4.0,Intermediate,lay home treat deep program speech,1,0.3252032520325203
337,Hotel music bar sign along side.,01-06-2025,10-07-2025,user_7,High,In Progress,Feature,9.9,10.3,8.0,Intermediate,hotel music bar sign along side,0,0.7339449541284403
338,Standard draw move into back scientist.,17-06-2025,20-07-2025,user_5,High,To Do,Improvement,2.2,2.4,6.0,Expert,standard draw move back scientist,0,1.875
339,Whole spend think concern leave with company personal star.,20-05-2025,18-06-2025,user_2,Low,To Do,Improvement,5.6,5.6,1.5,Beginner,whole spend think concern leave company personal star,1,0.2272727272727273
340,Pass mean despite lay age activity.,06-05-2025,25-06-2025,user_4,Medium,Done,Feature,5.0,4.7,4.5,Intermediate,pas mean despite lay age activity,2,0.75
341,Share compare day drive only girl election off opportunity grow whom reality.,14-05-2025,30-05-2025,user_8,Low,In Progress,Bug,2.5,2.6,7.3,Intermediate,share compare day drive girl election opportunity grow reality,1,2.085714285714286
342,Weight cut glass change would wrong message part home list design nor Democrat.,22-05-2025,25-06-2025,user_9,Medium,Done,Bug,8.6,9.1,10.8,Intermediate,weight cut glass change would wrong message part home list design democrat,2,1.1250000000000002
343,Citizen impact image rather return major couple sing way a.,12-05-2025,18-06-2025,user_8,High,To Do,Improvement,9.9,12.9,11.9,Intermediate,citizen impact image rather return major couple sing way,0,1.091743119266055
344,Party industry free range suggest run.,10-05-2025,30-05-2025,user_8,Low,In Progress,Improvement,5.0,5.3,6.3,Beginner,party industry free range suggest run,1,1.05
345,Life difficult plan school table cultural.,04-05-2025,26-06-2025,user_3,High,To Do,Improvement,1.1,1.2,7.6,Intermediate,life difficult plan school table cultural,0,3.6190476190476186
346,Certainly particularly member need program doctor produce run style week little reason.,25-05-2025,10-07-2025,user_4,Medium,To Do,Bug,6.5,4.9,1.2,Expert,certainly particularly member need program doctor produce run style week little reason,2,0.16
347,Vote modern mouth order top begin moment.,16-05-2025,03-07-2025,user_4,Medium,In Progress,Feature,1.8,2.1,8.7,Intermediate,vote modern mouth order top begin moment,2,3.107142857142857
348,Mr set game list person too pattern fly join past note land goal.,25-06-2025,01-07-2025,user_3,Medium,In Progress,Feature,7.3,6.4,9.7,Intermediate,set game list person pattern fly join past note land goal,2,1.1686746987951806
349,Modern group heavy place recognize budget me.,14-06-2025,02-07-2025,user_6,High,To Do,Feature,9.9,10.2,9.4,Intermediate,modern group heavy place recognize budget,0,0.8623853211009175
350,Me religious leg term indicate apply type dark.,02-06-2025,16-06-2025,user_9,Low,Done,Improvement,10.3,10.3,9.1,Intermediate,religious leg term indicate apply type dark,1,0.8053097345132743
351,High economy condition note right easy.,06-06-2025,11-06-2025,user_1,Medium,In Progress,Bug,1.7,1.3,4.1,Intermediate,high economy condition note right easy,2,1.5185185185185184
352,Close entire imagine language risk community carry could read.,23-06-2025,13-07-2025,user_3,High,In Progress,Feature,3.1,2.7,9.1,Beginner,close entire imagine language risk community carry could read,0,2.2195121951219514
353,Add view trade choice war yourself around especially success player.,30-04-2025,06-06-2025,user_1,Medium,In Progress,Bug,3.4,3.5,9.5,Beginner,add view trade choice war around especially success player,2,2.1590909090909087
354,Able include example lay score material.,23-05-2025,13-07-2025,user_8,Medium,Done,Bug,1.6,1.4,10.6,Expert,able include example lay score material,2,4.076923076923077
355,Oil among peace century place evening include couple research special meet owner.,04-05-2025,02-07-2025,user_3,Medium,To Do,Feature,9.1,11.8,5.7,Expert,oil among peace century place evening include couple research special meet owner,2,0.5643564356435644
356,Speech training wrong without develop job find movement for.,01-05-2025,20-06-2025,user_1,Medium,In Progress,Bug,9.5,10.6,1.5,Intermediate,speech training wrong without develop job find movement,2,0.14285714285714285
357,Decade commercial high follow beyond open threat best century list assume foot.,22-05-2025,08-06-2025,user_3,Medium,Done,Improvement,11.0,13.9,10.7,Intermediate,decade commercial high follow beyond open threat best century list assume foot,2,0.8916666666666666
358,Small old from view drop trade explain within quickly occur.,12-06-2025,23-06-2025,user_1,Medium,In Progress,Feature,11.1,13.1,4.3,Intermediate,small old view drop trade explain within quickly occur,2,0.35537190082644626
359,Particular attack receive develop bar pick lead last firm production.,01-05-2025,20-06-2025,user_6,High,In Progress,Feature,8.4,10.0,6.2,Beginner,particular attack receive develop bar pick lead last firm production,0,0.6595744680851063
360,Per here often can among court fine among.,13-05-2025,20-06-2025,user_1,High,In Progress,Improvement,5.4,4.4,9.8,Expert,per often among court fine among,0,1.53125
361,Leader no analysis policy response indeed give during technology analysis late perhaps.,18-06-2025,03-07-2025,user_10,Medium,In Progress,Improvement,9.8,11.2,9.8,Intermediate,leader analysis policy response indeed give technology analysis late perhaps,2,0.9074074074074074
362,But situation world wait public chair activity.,19-06-2025,25-06-2025,user_3,High,In Progress,Bug,8.5,13.9,2.0,Expert,situation world wait public chair activity,0,0.21052631578947367
363,Particularly specific what face send miss hand beyond imagine memory no research.,15-06-2025,05-07-2025,user_7,Medium,In Progress,Bug,3.9,3.8,10.2,Intermediate,particularly specific face send miss hand beyond imagine memory research,2,2.081632653061224
364,Write last give reflect phone support dream research yes choose window goal.,19-05-2025,05-06-2025,user_10,Medium,In Progress,Feature,1.8,1.8,3.2,Intermediate,write last give reflect phone support dream research yes choose window goal,2,1.142857142857143
365,With they those Democrat half despite deep stand receive dog pass property speak.,05-05-2025,05-05-2025,user_9,Medium,Done,Improvement,9.8,10.9,8.4,Beginner,democrat half despite deep stand receive dog pas property speak,2,0.7777777777777778
366,Pressure participant station ability pretty your tonight state history anything.,07-06-2025,23-06-2025,user_6,High,In Progress,Improvement,5.8,6.2,7.7,Intermediate,pressure participant station ability pretty tonight state history anything,0,1.1323529411764706
367,North goal treat chance could seven growth truth outside.,11-06-2025,24-06-2025,user_4,Low,In Progress,Feature,8.4,7.7,8.0,Expert,north goal treat chance could seven growth truth outside,1,0.851063829787234
368,Leg bank minute artist process garden election something talk study wear.,12-05-2025,27-05-2025,user_1,Low,In Progress,Feature,8.1,10.4,7.6,Expert,leg bank minute artist process garden election something talk study wear,1,0.8351648351648352
369,Him program child hot hear admit run establish face feeling.,24-06-2025,10-07-2025,user_1,Low,In Progress,Feature,2.2,2.5,9.0,Expert,program child hot hear admit run establish face feeling,1,2.8125
370,When magazine small newspaper happen real house figure.,24-06-2025,15-07-2025,user_9,Low,To Do,Bug,8.6,6.4,2.8,Expert,magazine small newspaper happen real house figure,1,0.2916666666666667
371,Value describe tell my at set public you society create hospital control.,09-05-2025,19-07-2025,user_5,High,To Do,Bug,10.9,14.6,8.6,Intermediate,value describe tell set public society create hospital control,0,0.7226890756302521
372,Six others day condition respond reduce manage itself recent reason.,09-06-2025,24-07-2025,user_10,Medium,To Do,Improvement,1.7,1.9,1.4,Intermediate,six others day condition respond reduce manage recent reason,2,0.5185185185185185
373,Make prove week happen purpose heavy father.,31-05-2025,11-07-2025,user_10,Low,To Do,Improvement,11.4,9.1,1.8,Beginner,make prove week happen purpose heavy father,1,0.14516129032258066
374,Performance major ready soon kitchen investment image third as floor ability.,04-06-2025,10-07-2025,user_9,Low,In Progress,Improvement,2.4,2.4,3.9,Beginner,performance major ready soon kitchen investment image third floor ability,1,1.1470588235294117
375,Discover keep structure compare pattern suffer whom sort fall toward.,18-06-2025,18-07-2025,user_10,High,In Progress,Improvement,5.7,4.5,7.4,Expert,discover keep structure compare pattern suffer sort fall toward,0,1.1044776119402986
376,True else suddenly least huge research rise American newspaper.,24-06-2025,30-06-2025,user_2,Medium,In Progress,Bug,5.9,5.3,1.7,Intermediate,true else suddenly least huge research rise american newspaper,2,0.24637681159420288
377,Ok challenge property raise step capital responsibility.,18-06-2025,16-07-2025,user_6,Low,Done,Bug,10.2,9.8,1.2,Expert,challenge property raise step capital responsibility,1,0.10714285714285715
378,Seat size draw west traditional home parent present physical first decade.,27-04-2025,04-06-2025,user_6,High,Done,Feature,11.8,12.9,9.3,Intermediate,seat size draw west traditional home parent present physical first decade,0,0.7265625
379,Worry finally involve off local show everything involve.,18-05-2025,29-06-2025,user_7,Medium,To Do,Improvement,6.5,8.9,6.6,Intermediate,worry finally involve local show everything involve,2,0.88
380,Beautiful coach interest me true all rise.,07-05-2025,01-07-2025,user_5,Medium,In Progress,Bug,7.2,8.1,5.5,Intermediate,beautiful coach interest true rise,2,0.6707317073170732
381,Drug quickly new who economic official cut.,21-06-2025,24-07-2025,user_1,Medium,To Do,Feature,9.8,12.1,6.7,Intermediate,drug quickly new economic official cut,2,0.6203703703703703
382,Too wide write surface face feel girl.,27-04-2025,08-07-2025,user_8,High,To Do,Improvement,7.8,6.4,10.4,Beginner,wide write surface face feel girl,0,1.1818181818181817
383,There interest phone money material sort particularly third door unit concern.,25-05-2025,13-07-2025,user_7,Low,In Progress,Feature,8.3,9.1,11.7,Expert,interest phone money material sort particularly third door unit concern,1,1.258064516129032
384,Wife trip from care order someone.,23-06-2025,23-06-2025,user_1,Medium,In Progress,Feature,3.2,3.2,5.5,Beginner,wife trip care order someone,2,1.3095238095238095
385,Citizen send instead several history responsibility wide loss the heavy home.,24-06-2025,02-07-2025,user_4,High,In Progress,Feature,11.6,11.4,7.7,Intermediate,citizen send instead several history responsibility wide loss heavy home,0,0.6111111111111112
386,Even green while reveal home girl.,28-04-2025,02-05-2025,user_5,High,In Progress,Bug,10.0,10.5,1.9,Intermediate,even green reveal home girl,0,0.17272727272727273
387,Resource range conference law born front bit.,07-06-2025,27-06-2025,user_4,Medium,To Do,Improvement,1.7,1.6,11.9,Intermediate,resource range conference law born front bit,2,4.407407407407407
388,That Democrat federal once also now write.,24-05-2025,03-06-2025,user_3,Low,In Progress,Feature,11.4,11.0,7.4,Expert,democrat federal also write,1,0.5967741935483871
389,Least now discussion standard before open establish woman economy close for school task.,23-06-2025,16-07-2025,user_10,High,In Progress,Bug,9.3,13.7,8.9,Beginner,least discussion standard open establish woman economy close school task,0,0.8640776699029126
390,Woman local whole save as maintain theory wide free rest such must.,16-05-2025,12-07-2025,user_9,Medium,Done,Bug,8.6,8.4,8.2,Intermediate,woman local whole save maintain theory wide free rest must,2,0.8541666666666666
391,Win at lay million go suggest interest last court.,25-05-2025,14-07-2025,user_8,Low,To Do,Bug,6.9,6.7,4.6,Intermediate,win lay million suggest interest last court,1,0.5822784810126581
392,Yet every use investment prove win eye range player bank.,12-06-2025,02-07-2025,user_5,High,In Progress,Improvement,10.7,10.0,1.4,Expert,yet every use investment prove win eye range player bank,0,0.11965811965811966
393,Work school age choose else her or others away author entire plan detail base.,09-05-2025,14-05-2025,user_10,Low,In Progress,Bug,10.9,10.7,8.4,Intermediate,work school age choose else others away author entire plan detail base,1,0.7058823529411765
394,Field interview test forward green give loss.,19-06-2025,27-06-2025,user_1,Low,In Progress,Improvement,3.3,2.3,3.6,Intermediate,field interview test forward green give loss,1,0.8372093023255814
395,Give not information food lawyer hospital.,24-06-2025,26-06-2025,user_10,Low,To Do,Feature,7.5,7.5,5.4,Expert,give information food lawyer hospital,1,0.6352941176470589
396,Take parent within thousand teacher first.,22-05-2025,25-07-2025,user_7,High,To Do,Feature,9.9,9.4,7.0,Beginner,take parent within thousand teacher first,0,0.6422018348623852
397,On military act which factor left simply many a author able.,08-06-2025,14-06-2025,user_2,High,In Progress,Feature,10.9,11.8,2.9,Intermediate,military act factor left simply many author able,0,0.24369747899159663
398,Large media meeting author they card.,31-05-2025,26-06-2025,user_10,Low,To Do,Feature,9.7,7.1,12.0,Expert,large medium meeting author card,1,1.1214953271028039
399,Small whole husband change too prove government ask central ever.,02-06-2025,11-06-2025,user_9,Low,To Do,Bug,4.5,5.2,3.5,Intermediate,small whole husband change prove government ask central ever,1,0.6363636363636364
400,Within successful show into speak discuss myself ten.,09-06-2025,03-07-2025,user_1,Medium,In Progress,Bug,9.4,11.8,3.3,Expert,within successful show speak discus ten,2,0.3173076923076923
401,At catch research dark smile the goal school rise.,07-05-2025,21-06-2025,user_4,Medium,Done,Bug,8.2,6.2,8.0,Intermediate,catch research dark smile goal school rise,2,0.8695652173913044
402,Lead section stage despite moment series recognize mean doctor factor both next.,06-05-2025,07-07-2025,user_2,Medium,In Progress,Feature,6.2,5.4,2.3,Expert,lead section stage despite moment series recognize mean doctor factor next,2,0.3194444444444444
403,History customer blue live data art wrong.,14-06-2025,10-07-2025,user_8,Medium,In Progress,Feature,10.1,9.3,8.2,Expert,history customer blue live data art wrong,2,0.7387387387387387
404,How couple travel if result board establish father in.,19-06-2025,20-06-2025,user_4,Medium,To Do,Bug,1.7,1.7,6.3,Expert,couple travel result board establish father,2,2.333333333333333
405,Ability beat glass look tonight Republican determine day increase.,06-06-2025,13-07-2025,user_2,Medium,To Do,Feature,7.7,8.6,7.2,Expert,ability beat glass look tonight republican determine day increase,2,0.8275862068965518
406,Should seven seat scientist answer against in reason election main.,25-05-2025,16-06-2025,user_3,High,In Progress,Feature,1.6,0.9,6.1,Expert,seven seat scientist answer reason election main,0,2.346153846153846
407,Table brother mother he fact line environment resource eight.,09-06-2025,23-07-2025,user_10,Medium,Done,Bug,4.0,3.6,10.7,Expert,table brother mother fact line environment resource eight,2,2.1399999999999997
408,Former team act task recognize soon help book.,18-05-2025,25-05-2025,user_7,Medium,In Progress,Feature,3.4,3.1,6.9,Beginner,former team act task recognize soon help book,2,1.5681818181818181
409,Surface happen loss despite war leader speak medical yet most election here upon.,07-06-2025,24-07-2025,user_2,Low,In Progress,Feature,10.7,9.3,5.0,Expert,surface happen loss despite war leader speak medical yet election upon,1,0.4273504273504274
410,Current Republican fish film shake line determine by land.,16-05-2025,29-05-2025,user_3,Low,In Progress,Bug,10.7,13.1,4.8,Intermediate,current republican fish film shake line determine land,1,0.41025641025641024
411,Represent actually away institution everybody goal learn success letter program.,11-05-2025,10-07-2025,user_3,Low,Done,Bug,3.5,3.3,8.6,Expert,represent actually away institution everybody goal learn success letter program,1,1.911111111111111
412,Well once research movement though share teach community.,20-06-2025,10-07-2025,user_2,Low,To Do,Feature,2.1,1.6,4.7,Expert,well research movement though share teach community,1,1.5161290322580645
413,Peace happy mind main tend discover need.,18-05-2025,17-07-2025,user_4,Medium,Done,Feature,9.9,8.7,3.6,Beginner,peace happy mind main tend discover need,2,0.3302752293577982
414,Agency clear a parent sing realize others century beautiful mind probably owner.,27-05-2025,19-06-2025,user_2,Low,In Progress,Bug,2.7,1.9,8.9,Expert,agency clear parent sing realize others century beautiful mind probably owner,1,2.4054054054054053
415,Person decade between young life spring while family.,24-06-2025,24-07-2025,user_7,High,To Do,Bug,10.0,6.5,9.3,Intermediate,person decade young life spring family,0,0.8454545454545456
416,Speech herself probably likely color responsibility job.,29-05-2025,02-07-2025,user_3,Low,To Do,Bug,8.9,9.0,4.0,Intermediate,speech probably likely color responsibility job,1,0.40404040404040403
417,Large really range court number already follow fast represent positive.,15-05-2025,21-07-2025,user_10,Medium,Done,Improvement,5.4,7.1,6.3,Beginner,large really range court number already follow fast represent positive,2,0.9843749999999999
418,Fly forget stop section wide TV.,07-05-2025,25-06-2025,user_1,Low,Done,Improvement,5.4,4.1,3.0,Intermediate,fly forget stop section wide,1,0.46875
419,Already ready official else long foot stand data case current local actually summer.,29-04-2025,25-07-2025,user_10,Medium,To Do,Improvement,5.0,4.9,3.7,Beginner,already ready official else long foot stand data case current local actually summer,2,0.6166666666666667
420,Stuff nature structure through anything hour election work laugh then still.,01-06-2025,18-06-2025,user_7,Low,To Do,Improvement,3.9,4.2,10.6,Intermediate,stuff nature structure anything hour election work laugh still,1,2.1632653061224487
421,Main factor front list like worry station difference safe join need million long.,18-05-2025,26-06-2025,user_5,Low,Done,Bug,3.5,4.6,4.2,Intermediate,main factor front list like worry station difference safe join need million long,1,0.9333333333333333
422,Professional boy service unit goal next media need or tree.,10-05-2025,22-06-2025,user_10,Medium,To Do,Feature,7.7,7.8,4.7,Expert,professional boy service unit goal next medium need tree,2,0.5402298850574714
423,Consumer agree Republican itself site base tree hope impact rock beautiful.,10-05-2025,06-07-2025,user_3,Medium,Done,Feature,4.2,4.7,2.9,Expert,consumer agree republican site base tree hope impact rock beautiful,2,0.5576923076923077
424,Reveal buy need project travel magazine right.,21-06-2025,24-07-2025,user_8,Medium,Done,Improvement,4.3,4.7,11.3,Expert,reveal buy need project travel magazine right,2,2.1320754716981134
425,Standard visit why process direction reason loss organization investment suddenly letter play also.,13-06-2025,16-06-2025,user_6,Medium,In Progress,Feature,12.0,9.6,8.3,Beginner,standard visit process direction reason loss organization investment suddenly letter play also,2,0.6384615384615385
426,From seven how lawyer follow detail light.,05-05-2025,28-06-2025,user_10,Medium,To Do,Improvement,9.8,11.9,6.2,Expert,seven lawyer follow detail light,2,0.5740740740740741
427,Those unit hot reason town with per.,11-05-2025,17-06-2025,user_1,Low,In Progress,Improvement,8.0,6.8,1.0,Intermediate,unit hot reason town per,1,0.1111111111111111
428,Focus hotel method born fly girl join television choose thought quickly arrive.,24-06-2025,20-07-2025,user_9,Low,In Progress,Bug,2.7,3.1,10.9,Expert,focus hotel method born fly girl join television choose thought quickly arrive,1,2.945945945945946
429,Service least smile factor clear firm hair identify plant may pay return.,09-06-2025,01-07-2025,user_6,Medium,In Progress,Improvement,3.2,3.8,3.8,Expert,service least smile factor clear firm hair identify plant may pay return,2,0.9047619047619047
430,Kitchen glass local garden easy wait perform cold entire suffer article boy appear.,28-05-2025,22-07-2025,user_7,Medium,To Do,Improvement,6.8,7.5,1.5,Expert,kitchen glass local garden easy wait perform cold entire suffer article boy appear,2,0.19230769230769232
431,Lawyer tough thank very amount film international cost new far effect bed probably teacher.,15-05-2025,26-05-2025,user_9,Medium,In Progress,Bug,11.3,12.0,2.5,Intermediate,lawyer tough thank amount film international cost new far effect bed probably teacher,2,0.2032520325203252
432,Than than bad mother yeah six.,08-05-2025,29-05-2025,user_10,Medium,In Progress,Bug,7.2,6.7,10.4,Intermediate,bad mother yeah six,2,1.2682926829268295
433,Wind support work future production produce rather score American professional.,30-05-2025,09-07-2025,user_7,Medium,To Do,Bug,4.8,4.2,5.6,Intermediate,wind support work future production produce rather score american professional,2,0.9655172413793103
434,Series paper size management myself candidate resource line actually do group.,11-05-2025,25-07-2025,user_6,Low,In Progress,Improvement,2.6,3.2,9.0,Intermediate,series paper size management candidate resource line actually group,1,2.5
435,Front office most kitchen time test.,01-06-2025,21-07-2025,user_4,Low,To Do,Bug,9.6,12.1,10.2,Beginner,front office kitchen time test,1,0.9622641509433962
436,Weight time image attack decision what whose many lawyer share money.,10-05-2025,11-07-2025,user_10,Medium,To Do,Improvement,1.1,1.4,7.9,Intermediate,weight time image attack decision whose many lawyer share money,2,3.761904761904762
437,Direction the business history rather answer leg last air care city box occur.,11-06-2025,05-07-2025,user_2,High,To Do,Improvement,7.3,7.0,8.8,Expert,direction business history rather answer leg last air care city box occur,0,1.0602409638554218
438,Fire officer effort identify song turn trial significant watch without.,03-06-2025,25-06-2025,user_5,High,In Progress,Improvement,10.6,12.9,5.3,Intermediate,fire officer effort identify song turn trial significant watch without,0,0.45689655172413796
439,Yeah plant need especially plan tough.,01-05-2025,06-06-2025,user_8,High,To Do,Improvement,9.5,10.9,1.4,Beginner,yeah plant need especially plan tough,0,0.13333333333333333
440,Travel field spring former next actually push help student good consumer election least three.,15-06-2025,02-07-2025,user_8,High,In Progress,Feature,1.7,1.9,6.2,Intermediate,travel field spring former next actually push help student good consumer election least three,0,2.2962962962962963
441,Participant sign yard hand ready bring concern choose exactly later hour real group.,27-04-2025,29-04-2025,user_8,Medium,In Progress,Improvement,9.5,10.2,5.3,Beginner,participant sign yard hand ready bring concern choose exactly later hour real group,2,0.5047619047619047
442,Leave range drive recognize way wide note high character green else his.,10-06-2025,12-06-2025,user_3,Medium,In Progress,Improvement,11.0,9.1,7.3,Beginner,leave range drive recognize way wide note high character green else,2,0.6083333333333333
443,Now provide over road work data raise company.,16-06-2025,25-07-2025,user_10,Low,To Do,Bug,10.8,11.1,6.5,Intermediate,provide road work data raise company,1,0.5508474576271186
444,Claim break other season road accept rather leg.,06-06-2025,17-07-2025,user_3,Medium,Done,Bug,8.1,8.3,6.6,Expert,claim break season road accept rather leg,2,0.7252747252747253
